,Date,Strike,Call,Maturity,Put
477,2014-09-30,2700.0,522.2,2015-09-18,80.8
478,2014-09-30,2750.0,482.4,2015-09-18,91.1
479,2014-09-30,2800.0,443.9,2015-09-18,102.6
480,2014-09-30,2850.0,406.5,2015-09-18,115.2
481,2014-09-30,2900.0,370.6,2015-09-18,129.2
482,2014-09-30,2950.0,336.1,2015-09-18,144.7
483,2014-09-30,3000.0,303.1,2015-09-18,161.8
484,2014-09-30,3050.0,271.9,2015-09-18,180.5
485,2014-09-30,3100.0,242.3,2015-09-18,201.0
486,2014-09-30,3150.0,214.7,2015-09-18,223.3
487,2014-09-30,3200.0,188.9,2015-09-18,247.5
488,2014-09-30,3250.0,164.9,2015-09-18,273.4
489,2014-09-30,3300.0,143.0,2015-09-18,301.6
490,2014-09-30,3350.0,123.0,2015-09-18,331.7
491,2014-09-30,3400.0,104.9,2015-09-18,363.5
492,2014-09-30,3450.0,88.8,2015-09-18,397.4
493,2014-09-30,3500.0,74.5,2015-09-18,433.1
494,2014-09-30,3550.0,62.0,2015-09-18,470.6
495,2014-09-30,3600.0,51.2,2015-09-18,509.8
496,2014-09-30,3650.0,41.9,2015-09-18,550.5
497,2014-09-30,3700.0,34.0,2015-09-18,592.6
498,2014-09-30,3750.0,27.4,2015-09-18,635.9
499,2014-09-30,3800.0,21.8,2015-09-18,680.3
500,2014-09-30,3850.0,17.2,2015-09-18,725.7
501,2014-09-30,3900.0,13.4,2015-09-18,772.0
502,2014-09-30,3950.0,10.4,2015-09-18,818.9
